from,to,cost
116,162,16674.44
116,163,19014.2
116,164,20019.1
116,165,32059.84
116,166,26042.63
116,167,9253.69
116,168,27887.92
116,169,25846.23
116,170,23011.58
116,171,18631.43
116,172,25913.63
116,173,7820.779999999999
116,174,15968.68
116,175,18978.59
116,176,6630.69
116,177,15819.27
116,178,25537.27
116,179,7276.779999999999
116,180,6929.86
116,181,31607.66
116,182,29035.77
116,183,7298.359999999999
116,184,31508.79
116,185,8010.04
116,186,17823.11
116,187,15987.41
116,188,9222.63
116,189,29546.79
116,190,6681.53
116,191,7362.0
116,192,6630.69
116,193,8021.069999999999
116,194,28504.01
116,195,19800.22
116,196,31418.62
116,197,20410.0
116,198,6907.44
116,199,6918.04
116,200,23991.44
116,201,29989.84
116,202,32579.48
116,203,13346.04
116,204,23634.72
116,205,13346.04
116,206,19397.53
116,207,23017.49
116,208,20272.43
116,209,6588.26
116,210,32286.62
116,211,8602.34
116,212,11795.48
116,213,6929.86
116,214,9133.89
116,215,14025.69
116,216,7281.489999999999
116,217,11534.15
116,218,17739.17
116,219,10686.25
116,220,9375.4
116,221,8590.96
116,222,10855.73
116,223,20832.93
116,224,9990.91
116,225,21865.61
116,226,25487.01
116,227,9990.91
117,0,14782.32
117,1,16959.59
117,2,22062.98
117,3,24528.9
117,4,21346.98
117,5,30998.78
117,6,29711.62
117,7,16011.35
117,8,19796.7
117,9,27903.95
117,10,25838.92
117,11,18288.89
117,12,22336.58
117,13,36343.51
117,14,25761.54
117,15,19300.57
117,16,30467.8
117,17,30095.6
117,18,28368.25
117,19,32238.08
117,20,28098.51
117,21,29111.89
117,22,29121.86
117,23,28940.47
117,24,28690.98
117,25,28632.24
117,26,29590.35
117,27,31978.89
117,28,29086.86
117,29,28073.95
117,30,27907.88
117,31,27790.22
117,32,27944.6
117,33,27999.74
117,34,27726.83
117,35,28207.8
117,36,28380.9
117,37,27730.54
117,38,32725.63
117,39,27730.54
117,40,31967.44
117,41,28632.24
117,42,34476.24
117,43,32238.08
117,44,30713.23
117,45,30467.8
117,46,27944.6
117,47,28679.75
117,48,28775.59
117,49,32780.93
117,50,28960.71
117,51,13923.32
117,52,14783.38
117,53,12959.03
117,54,24133.2
117,55,11502.87
117,56,13081.88
117,57,22889.26
117,58,19662.32
117,59,14772.82
117,60,14783.38
117,61,15720.92
117,62,12881.62
117,63,27437.87
117,64,15058.98
117,65,19497.46
117,66,24236.47
117,67,26754.12
117,68,18407.48
117,69,26355.96
117,70,13081.88
117,71,11538.84
117,72,14311.73
117,73,11626.26
117,74,30116.64
117,75,32314.98
117,76,32684.93
117,77,24199.2
117,78,33082.32
117,79,33749.8
117,80,31946.39
117,81,25843.57
117,82,33597.39
117,83,27392.97
117,84,22770.03
117,85,24028.87
117,86,19641.94
117,87,26117.38
117,88,33746.97
117,89,19920.61
117,90,28539.53
117,91,31932.3
117,92,21103.23
117,93,32380.95
117,94,20349.94
117,95,25002.45
117,96,23729.35
117,97,32314.98
117,98,34811.77
117,99,25843.57
117,100,26615.45
117,101,31946.39
117,102,28550.32
117,103,35560.41
117,104,28820.99
117,105,35562.25
117,106,33082.32
117,107,26879.95
117,108,8202.56
117,109,9510.95
117,110,5720.54
117,111,10143.27
117,112,3883.71
117,113,9903.7
117,114,5617.32
117,115,12312.96
117,116,1696.39
117,117,0.0
117,118,5400.04
117,119,3120.48
117,120,10731.38
117,121,2186.68
117,122,1880.54
117,123,13165.74
117,124,7202.87
117,125,336.0
117,126,7917.27
117,127,18189.94
117,128,27047.35
117,129,15395.71
117,130,21193.7
117,131,32930.47
117,132,17420.16
117,133,20281.17
117,134,26525.3
117,135,35416.8
117,136,21182.89
117,137,27988.54
117,138,26875.12
117,139,20281.64
117,140,30639.32
117,141,20642.45
117,142,22572.51
117,143,21096.57
117,144,19413.55
117,145,22598.91
117,146,22579.61
117,147,19058.23
117,148,21387.97
117,149,15002.62
117,150,33970.6
117,151,28580.63
117,152,29121.03
117,153,21967.36
117,154,28580.63
117,155,20303.33
117,156,6649.8
117,157,32716.5
117,158,17659.53
117,159,5189.03
117,160,34795.52
117,161,6567.29
117,162,16969.11
117,163,19485.69
117,164,20664.1
117,165,33172.0
117,166,26962.92
117,167,9345.05
117,168,28898.44
117,169,26752.04
117,170,23794.19
117,171,19037.95
117,172,26822.43
117,173,7860.109999999999
117,174,16186.14
117,175,19440.25
117,176,5812.03
117,177,16018.57
117,178,26416.58
117,179,7147.2
117,180,5384.55
117,181,32716.5
117,182,30074.57
117,183,7166.52
117,184,32614.23
117,185,8070.47
117,186,18180.27
117,187,16203.23
117,188,9312.69
117,189,30610.8
117,190,5226.63
117,191,5730.04
117,192,5812.03
117,193,8077.06
117,194,29519.96
117,195,20386.75
117,196,32522.56
117,197,21117.84
117,198,5361.44
117,199,5376.31
117,200,24787.34
117,201,31064.43
117,202,33711.37
117,203,13455.29
117,204,24426.02
117,205,13455.29
117,206,19917.91
117,207,23798.95
117,208,20970.16
117,209,5210.26
117,210,33407.74
117,211,6906.73
117,212,11917.38
117,213,5384.55
117,214,10560.35
117,215,15040.22
117,216,8962.89
117,217,12738.95
117,218,18550.59
117,219,11957.67
117,220,10774.19
117,221,10094.57
117,222,12111.48
117,223,21548.13
117,224,11324.04
117,225,22552.21
117,226,26084.32
117,227,11324.04
118,0,9382.32
118,1,11646.7
118,2,16922.95
118,3,19579.84
118,4,16147.63
118,5,26542.07
118,6,25191.38
118,7,10672.81
118,8,14521.76
118,9,23221.57
118,10,21007.3
118,11,12976.63
118,12,17219.43
118,13,32016.0
118,14,20924.34
118,15,14015.51
118,16,25146.62
118,17,24806.94
118,18,24086.61
118,19,26883.18
118,20,23201.33
118,21,23907.39
118,22,25027.12
118,23,23793.07
118,24,24496.57
118,25,24423.53
118,26,25592.4
118,27,26627.69
118,28,23894.16
118,29,23176.54
118,30,23092.74
118,31,23073.69
118,32,23124.33
118,33,23615.81
118,34,23087.68
118,35,23227.08
118,36,23323.51
118,37,23236.67
118,38,27364.17
118,39,23236.67
118,40,26615.8
118,41,24423.53
118,42,30993.6
118,43,26883.18
118,44,25386.48
118,45,25146.62
118,46,23124.33
118,47,24488.51
118,48,24605.29
118,49,29175.37
118,50,23813.77
118,51,12209.01
118,52,12552.82
118,53,12509.72
118,54,20178.74
118,55,12164.13
118,56,12437.59
118,57,19114.83
118,58,16069.89
118,59,12547.05
118,60,12552.82
118,61,13115.55
118,62,12496.62
118,63,23151.96
118,64,12720.48
118,65,15905.95
118,66,20260.75
118,67,22521.74
118,68,14890.04
118,69,22160.38
118,70,12437.59
118,71,12004.9
118,72,12311.06
118,73,12488.21
118,74,26245.62
118,75,28261.0
118,76,28608.5
118,77,21163.15
118,78,28982.95
118,79,29658.8
118,80,27923.03
118,81,22504.9
118,82,29500.13
118,83,23798.95
118,84,20170.93
118,85,21107.46
118,86,18419.12
118,87,22729.41
118,88,29653.18
118,89,18520.38
118,90,24828.8
118,91,27906.18
118,92,19073.4
118,93,28325.7
118,94,18723.02
118,95,21786.2
118,96,20907.51
118,97,28261.0
118,98,30743.46
118,99,22504.9
118,100,23128.56
118,101,27923.03
118,102,24842.53
118,103,31495.56
118,104,25082.46
118,105,31499.73
118,106,28982.95
118,107,23360.4
118,108,2803.49
118,109,4111.35
118,110,11109.41
118,111,15494.88
118,112,1525.99
118,113,15259.62
118,114,217.43
118,115,7018.58
118,116,3724.09
118,117,5400.04
118,118,0.0
118,119,8473.71
118,120,5368.79
118,121,7511.26
118,122,7229.12
118,123,7831.97
118,124,1803.11
118,125,5730.48
118,126,2518.78
118,127,12810.69
118,128,21666.04
118,129,10033.76
118,130,15807.47
118,131,27559.85
118,132,12044.9
118,133,14892.73
118,134,21144.86
118,135,30064.45
118,136,15797.03
118,137,22603.17
118,138,21494.06
118,139,14892.76
118,140,25256.09
118,141,15933.34
118,142,18941.1
118,143,16639.81
118,144,14018.49
118,145,19027.32
118,146,18963.66
118,147,13745.71
118,148,17312.09
118,149,15952.76
118,150,31097.85
118,151,26264.88
118,152,26776.83
118,153,20706.01
118,154,26264.88
118,155,19666.73
118,156,9627.9
118,157,29977.18
118,158,17842.13
118,159,10147.82
118,160,31851.87
118,161,11965.97
118,162,17307.01
118,163,19180.62
118,164,19751.21
118,165,30416.66
118,166,24972.71
118,167,10715.68
118,168,26557.95
118,169,24816.53
118,170,22341.05
118,171,18956.02
118,172,24875.26
118,173,9523.1
118,174,16791.21
118,175,19168.49
118,176,9668.99
118,177,16685.46
118,178,24580.19
118,179,9324.15
118,180,10612.84
118,181,29977.18
118,182,27617.97
118,183,9346.88
118,184,29888.38
118,185,9653.63
118,186,18281.62
118,187,16812.74
118,188,10689.85
118,189,28056.2
118,190,10309.68
118,191,11082.24
118,192,9668.99
118,193,9671.32
118,194,27152.73
118,195,19677.64
118,196,29803.07
118,197,19979.63
118,198,10590.94
118,199,10599.07
118,200,23270.27
118,201,28466.46
118,202,30878.45
118,203,14501.65
118,204,22931.2
118,205,14501.65
118,206,19440.76
118,207,22349.74
118,208,19870.15
118,209,10162.12
118,210,30617.29
118,211,12293.11
118,212,13010.17
118,213,10612.84
118,214,7089.03
118,215,13009.09
118,216,3958.27
118,217,10090.080000000002
118,218,17122.14
118,219,9083.18
118,220,7418.68
118,221,6264.28
118,222,9292.76
118,223,20374.56
118,224,8227.21
118,225,21454.78
118,226,25225.84
118,227,8227.21
119,0,17840.06
119,1,19903.95
119,2,24859.57
119,3,27186.82
119,4,24188.46
119,5,33312.57
119,6,32071.97
119,7,18980.75
119,8,22700.78
119,9,30374.99
119,10,28414.99
119,11,21228.32
119,12,25116.25
119,13,38549.4
119,14,28341.57
119,15,22214.36
119,16,33392.29
119,17,32988.79
119,18,30593.85
119,19,35198.67
119,20,30705.55
119,21,31934.65
119,22,31231.39
119,23,31719.26
119,24,30862.57
119,25,30812.71
119,26,31639.33
119,27,34935.16
119,28,31900.26
119,29,30681.26
119,30,30462.6
119,31,30283.19
119,32,30502.43
119,33,30288.84
119,34,30172.16
119,35,30870.16
119,36,31095.7
119,37,30087.41
119,38,35694.21
119,39,30087.41
119,40,34924.26
119,41,30812.71
119,42,36184.0
119,43,35198.67
119,44,33643.25
119,45,33392.29
119,46,30502.43
119,47,30849.55
119,48,30932.3
119,49,34574.13
119,50,31739.08
119,51,15128.38
119,52,16204.07
119,53,13555.54
119,54,26212.0
119,55,11583.25
119,56,13776.74
119,57,24885.25
119,58,21616.9
119,59,16191.62
119,60,16204.07
119,61,17288.02
119,62,13448.29
119,63,29673.26
119,64,16520.83
119,65,21454.98
119,66,26325.89
119,67,28963.95
119,68,20351.03
119,69,28548.01
119,70,13776.74
119,71,11733.07
119,72,15640.66
119,73,11571.66
119,74,32087.06
119,75,34376.7
119,76,34757.61
119,77,25770.02
119,78,35166.21
119,79,35824.45
119,80,33992.41
119,81,27557.02
119,82,35676.77
119,83,29230.76
119,84,24128.38
119,85,25539.62
119,86,20328.94
119,87,27854.7
119,88,35823.34
119,89,20696.78
119,90,30431.72
119,91,33980.06
119,92,22190.37
119,93,34442.99
119,94,21237.74
119,95,26659.93
119,96,25190.81
119,97,34376.7
119,98,36866.28
119,99,27557.02
119,100,28401.89
119,101,33992.41
119,102,30440.71
119,103,37608.48
119,104,30726.38
119,105,37608.9
119,106,35166.21
119,107,28681.58
119,108,11263.97
119,109,12571.48
119,110,2655.64
119,111,7028.85
119,112,6947.95
119,113,6791.08
119,114,8690.95
119,115,15266.85
119,116,4751.1
119,117,3120.48
119,118,8473.71
119,119,0.0
119,120,13742.72
119,121,965.6300000000002
119,122,1246.9000000000003
119,123,16142.35
119,124,10269.39
119,125,2814.82
119,126,10978.0
119,127,21197.69
119,128,30048.61
119,129,18389.06
119,130,24208.22
119,131,35911.48
119,132,20423.98
119,133,23300.46
119,134,29525.58
119,135,38371.85
119,136,24196.78
119,137,30996.09
119,138,29876.13
119,139,23301.72
119,140,33641.48
119,141,23183.18
119,142,24495.33
119,143,23490.76
119,144,22447.35
119,145,24488.81
119,146,24493.91
119,147,21995.56
119,148,23569.82
119,149,14638.94
119,150,35327.24
119,151,29681.28
119,152,30230.21
119,153,22606.67
119,154,29681.28
119,155,20639.31
119,156,5865.2
119,157,34008.41
119,158,17622.12
119,159,2524.45
119,160,36185.84
119,161,3623.9
119,162,16871.23
119,163,19659.86
119,164,21145.08
119,165,34468.53
119,166,27904.95
119,167,9238.66
119,168,30008.6
119,169,27666.85
119,170,24496.19
119,171,19099.56
119,172,27742.6
119,173,7811.84
119,174,15967.3
119,175,19596.86
119,176,4407.1
119,177,15771.18
119,178,27281.43
119,179,6885.56
119,180,2335.12
119,181,34008.41
119,182,31234.97
119,183,6897.78
119,184,33899.45
119,185,8035.51
119,186,18168.6
119,187,15980.86
119,188,9206.76
119,189,31820.36
119,190,2373.63
119,191,2613.09
119,192,4407.1
119,193,8033.29
119,194,30636.81
119,195,20761.23
119,196,33805.07
119,197,21711.84
119,198,2311.53
119,199,2333.03
119,200,25503.79
119,201,32293.38
119,202,35047.42
119,203,13132.79
119,204,25137.57
119,205,13132.79
119,206,20175.75
119,207,24498.63
119,208,21547.08
119,209,2552.5
119,210,34722.18
119,211,4052.53
119,212,11691.29
119,213,2335.12
119,214,12789.28
119,215,16346.97
119,216,11833.46
119,217,14473.54
119,218,19388.74
119,219,13843.19
119,220,12942.19
119,221,12493.15
119,222,13962.26
119,223,22149.7
119,224,13347.59
119,225,23084.08
119,226,26400.96
119,227,13347.59
120,0,4174.07
120,1,6290.6
120,2,11694.59
120,3,14528.87
120,4,10866.66
120,5,21940.07
120,6,20538.54
120,7,5305.84
120,8,9183.86
120,9,18418.08
120,10,16068.27
120,11,7618.25
120,12,12012.080000000002
120,13,27488.6
120,14,15980.19
120,15,8671.83
120,16,19779.39
120,17,19449.33
120,18,19717.16
120,19,21516.53
120,20,18170.06
120,21,18597.89
120,22,20850.07
120,23,18526.4
120,24,20217.77
120,25,20130.01
120,26,21512.46
120,27,21260.17
120,28,18592.98
120,29,18145.25
120,30,18147.79
120,31,18234.83
120,32,18173.64
120,33,19139.37
120,34,18333.57
120,35,18112.25
120,36,18135.79
120,37,18642.64
120,38,21999.74
120,39,18642.64
120,40,21248.37
120,41,20130.01
120,42,27372.5
120,43,21516.53
120,44,20018.4
120,45,19779.39
120,46,18173.64
120,47,20213.46
120,48,20351.55
120,49,25455.85
120,50,18547.42
120,51,11862.84
120,52,11543.1
120,53,13429.09
120,54,16304.5
120,55,14146.53
120,56,13178.71
120,57,15509.06
120,58,12887.21
120,59,11544.1
120,60,11543.1
120,61,11551.89
120,62,13480.18
120,63,18796.74
120,64,11551.18
120,65,12737.69
120,66,16357.37
120,67,18242.83
120,68,11911.38
120,69,17933.59
120,70,13178.71
120,71,13846.56
120,72,11617.330000000002
120,73,14589.2
120,74,22293.93
120,75,24069.7
120,76,24387.38
120,77,18347.02
120,78,24731.45
120,79,25406.53
120,80,23770.66
120,81,19274.67
120,82,25243.4
120,83,20226.5
120,84,17919.28
120,85,18428.14
120,86,17828.06
120,87,19433.0
120,88,25397.98
120,89,17730.98
120,90,21092.46
120,91,23751.09
120,92,17546.78
120,93,24131.96
120,94,17670.85
120,95,18729.37
120,96,18354.75
120,97,24069.7
120,98,26500.51
120,99,19274.67
120,100,19702.47
120,101,23770.66
120,102,21109.17
120,103,27246.59
120,104,21307.79
120,105,27253.14
120,106,24731.45
120,107,19888.38
120,108,2617.63
120,109,1435.13
120,110,16396.13
120,111,20712.79
120,112,6854.05
120,113,20483.94
120,114,5156.06
120,115,1752.61
120,116,9037.09
120,117,10731.38
120,118,5368.79
120,119,13742.72
120,120,0.0
120,121,12777.29
120,122,12511.59
120,123,2474.73
120,124,3594.61
120,125,11065.61
120,126,2886.37
120,127,7459.739999999999
120,128,16316.61
120,129,4667.17
120,130,10467.27
120,131,22200.32
120,132,6688.95
120,133,9558.05
120,134,15794.36
120,135,24697.33
120,136,10456.080000000002
120,137,17259.62
120,138,16144.33
120,139,9559.19
120,140,19909.01
120,141,11249.95
120,142,15522.17
120,143,12267.54
120,144,8708.16
120,145,15678.03
120,146,15562.75
120,147,8386.08
120,148,13412.12
120,149,17709.43
120,150,28129.87
120,151,24040.6
120,152,24503.15
120,153,19901.51
120,154,24040.6
120,155,19585.85
120,156,13643.32
120,157,27179.48
120,158,18718.06
120,159,15161.29
120,160,28791.55
120,161,17292.94
120,162,18377.55
120,163,19470.68
120,164,19379.9
120,165,27590.76
120,166,23153.83
120,167,13505.18
120,168,24296.07
120,169,23063.66
120,170,21231.27
120,171,19483.9
120,172,23107.2
120,173,12740.66
120,174,18157.2
120,175,19492.61
120,176,14154.05
120,177,18117.81
120,178,22944.92
120,179,12912.13
120,180,15769.42
120,181,27179.48
120,182,25193.81
120,183,12932.88
120,184,27107.46
120,185,12791.28
120,186,19042.21
120,187,18180.78
120,188,13488.71
120,189,25511.89
120,190,15385.87
120,191,16326.57
120,192,14154.05
120,193,12813.17
120,194,24841.02
120,195,19521.9
120,196,27031.19
120,197,19355.93
120,198,15748.68
120,199,15752.3
120,200,22041.54
120,201,25862.79
120,202,27958.22
120,203,16495.59
120,204,21744.22
120,205,16495.59
120,206,19538.49
120,207,21243.66
120,208,19294.6
120,209,15171.42
120,210,27748.81
120,211,17637.83
120,212,15228.43
120,213,15769.42
120,214,6006.17
120,215,12158.52
120,216,2397.4
120,217,9087.25
120,218,16428.28
120,219,8073.069999999999
120,220,6356.54
120,221,5048.07
120,222,8292.43
120,223,19685.57
120,224,7206.83
120,225,20774.46
120,226,24591.03
120,227,7206.83
121,0,16874.95
121,1,18943.02
121,2,23917.45
121,3,26267.82
121,4,23239.87
121,5,32463.59
121,6,31212.62
121,7,18017.74
121,8,21744.24
121,9,29492.27
121,10,27511.23
121,11,20267.99
121,12,24176.71
121,13,37725.93
121,14,27437.05
121,15,21256.7
121,16,32434.48
121,17,32034.6
121,18,29762.9
121,19,34237.34
121,20,29796.7
121,21,30989.86
121,22,30426.73
121,23,30781.09
121,24,30043.72
121,25,29991.86
121,26,30848.77
121,27,33974.21
121,28,30956.84
121,29,29772.35
121,30,29563.53
121,31,29396.08
121,32,29602.77
121,33,29443.93
121,34,29294.54
121,35,29951.33
121,36,30167.83
121,37,29228.01
121,38,34732.2
121,39,29228.01
121,40,33963.26
121,41,29991.86
121,42,35477.91
121,43,34237.34
121,44,32684.86
121,45,32434.48
121,46,29602.77
121,47,30031.1
121,48,30116.82
121,49,33846.08
121,50,30800.97
121,51,14519.04
121,52,15543.99
121,53,13101.69
121,54,25411.13
121,55,11265.2
121,56,13296.85
121,57,24102.17
121,58,20839.85
121,59,15531.97
121,60,15543.99
121,61,16594.92
121,62,13002.17
121,63,28839.71
121,64,15851.49
121,65,20677.06
121,66,25522.71
121,67,28135.63
121,68,19574.82
121,69,27723.37
121,70,13296.85
121,71,11382.51
121,72,15001.71
121,73,11294.09
121,74,31315.06
121,75,33584.54
121,76,33963.08
121,77,25090.11
121,78,34369.27
121,79,35029.93
121,80,33203.72
121,81,26843.57
121,82,34881.09
121,83,28488.48
121,84,23500.36
121,85,24874.54
121,86,19874.1
121,87,27135.67
121,88,35028.42
121,89,20218.04
121,90,29677.25
121,91,33190.96
121,92,21630.3
121,93,33650.78
121,94,20729.54
121,95,25959.41
121,96,24537.81
121,97,33584.54
121,98,36076.85
121,99,26843.57
121,100,27671.37
121,101,33203.72
121,102,29686.68
121,103,36820.84
121,104,29968.96
121,105,36821.59
121,106,34369.27
121,107,27947.61
121,108,10299.59
121,109,11606.86
121,110,3619.82
121,111,7986.21
121,112,5985.31
121,113,7749.71
121,114,7728.399999999999
121,115,14304.45
121,116,3790.7
121,117,2186.68
121,118,7511.26
121,119,965.6300000000002
121,120,12777.29
121,121,0.0
121,122,316.64
121,123,15178.57
121,124,9305.61
121,125,1898.56
121,126,10013.62
121,127,20232.68
121,128,29084.15
121,129,17424.57
121,130,23243.04
121,131,34948.48
121,132,19459.1
121,133,22335.11
121,134,28561.17
121,135,37411.13
121,136,23231.62
121,137,30031.34
121,138,28911.69
121,139,22336.35
121,140,32677.05
121,141,22283.86
121,142,23728.83
121,143,22620.17
121,144,21481.74
121,145,23730.02
121,146,23729.41
121,147,21035.52
121,148,22743.93
121,149,14475.46
121,150,34710.37
121,151,29127.73
121,152,29674.91
121,153,22170.05
121,154,29127.73
121,155,20285.17
121,156,5740.03
121,157,33407.65
121,158,17370.05
121,159,3133.82
121,160,35560.72
121,161,4566.51
121,162,16634.88
121,163,19350.65
121,164,20750.33
121,165,33866.87
121,166,27392.44
121,167,8954.28
121,168,29452.82
121,169,27161.5
121,170,24045.32
121,171,18822.27
121,172,27235.88
121,173,7489.18
121,174,15764.55
121,175,19292.67
121,176,4468.38
121,177,15576.46
121,178,26789.34
121,179,6611.27
121,180,3201.66
121,181,33407.65
121,182,30666.88
121,183,6626.01
121,184,33300.37
121,185,7712.52
121,186,17910.53
121,187,15779.26
121,188,8921.85
121,189,31239.67
121,190,3098.62
121,191,3571.41
121,192,4468.38
121,193,7712.939999999999
121,194,30079.84
121,195,20396.22
121,196,33206.63
121,197,21286.19
121,198,3178.41
121,199,3194.47
121,200,25050.45
121,201,31707.94
121,202,34435.76
121,203,12948.4
121,204,24685.05
121,205,12948.4
121,206,19843.26
121,207,24048.42
121,208,21125.92
121,209,3158.48
121,210,34115.98
121,211,4974.15
121,212,11467.22
121,213,3201.66
121,214,11936.98
121,215,15715.91
121,216,10877.14
121,217,13732.66
121,218,18889.85
121,219,13066.09
121,220,12102.45
121,221,11608.03
121,222,13193.29
121,223,21722.82
121,224,12538.96
121,225,22678.79
121,226,26063.29
121,227,12538.96
122,0,16599.96
122,1,18691.69
122,2,23691.83
122,3,26063.58
122,4,23006.94
122,5,32307.5
122,6,31050.25
122,7,17761.6
122,8,21500.55
122,9,29314.81
122,10,27318.93
122,11,20017.79
122,12,23953.79
122,13,37584.34
122,14,27244.18
122,15,21011.23
122,16,32188.24
122,17,31793.88
122,18,29617.81
122,19,33984.51
122,20,29600.3
122,21,30760.87
122,22,30296.39
122,23,30559.1
122,24,29905.54
122,25,29852.55
122,26,30726.0
122,27,33722.19
122,28,30729.36
122,29,29575.91
122,30,29374.51
122,31,29215.61
122,32,29413.33
122,33,29290.62
122,34,29120.55
122,35,29746.92
122,36,29955.64
122,37,29065.81
122,38,34477.86
122,39,29065.81
122,40,33711.13
122,41,29852.55
122,42,35396.72
122,43,33984.51
122,44,32437.63
122,45,32188.24
122,46,29413.33
122,47,29893.14
122,48,29980.53
122,49,33754.63
122,50,30579.05
122,51,14487.74
122,52,15489.58
122,53,13134.080000000002
122,54,25283.66
122,55,11348.32
122,56,13319.15
122,57,23984.54
122,58,20726.24
122,59,15477.77
122,60,15489.58
122,61,16524.67
122,62,13037.56
122,63,28693.22
122,64,15792.67
122,65,20563.03
122,66,25393.96
122,67,27992.28
122,68,19462.05
122,69,27582.21
122,70,13319.15
122,71,11454.31
122,72,14957.14
122,73,11390.68
122,74,31201.99
122,75,33460.59
122,76,33837.83
122,77,25022.85
122,78,34242.68
122,79,34904.56
122,80,33081.66
122,81,26760.25
122,82,34755.12
122,83,28390.87
122,84,23456.64
122,85,24814.07
122,86,19901.35
122,87,27049.63
122,88,34902.83
122,89,20236.1
122,90,29573.36
122,91,33068.68
122,92,21615.75
122,93,33526.81
122,94,20736.02
122,95,25882.39
122,96,24482.82
122,97,33460.59
122,98,35954.1
122,99,26760.25
122,100,27579.67
122,101,33081.66
122,102,29583.0
122,103,36698.97
122,104,29863.53
122,105,36699.89
122,106,34242.68
122,107,27854.17
122,108,10022.02
122,109,11330.01
122,110,3886.15
122,111,8275.72
122,112,5703.76
122,113,8037.97
122,114,7446.43
122,115,14050.24
122,116,3505.53
122,117,1880.54
122,118,7229.12
122,119,1246.9000000000003
122,120,12511.59
122,121,316.64
122,122,0.0
122,123,14920.4
122,124,9026.35
122,125,1586.42
122,126,9736.09
122,127,19969.32
122,128,28822.96
122,129,17163.67
122,130,22978.61
122,131,34691.71
122,132,19196.44
122,133,22069.58
122,134,28300.14
122,135,37159.51
122,136,22967.32
122,137,29768.89
122,138,28650.54
122,139,22070.65
122,140,32415.88
122,141,22095.53
122,142,23619.95
122,143,22451.75
122,144,21212.93
122,145,23625.09
122,146,23621.55
122,147,20785.82
122,148,22602.94
122,149,14604.61
122,150,34669.14
122,151,29113.72
122,152,29660.08
122,153,22203.11
122,154,29113.72
122,155,20348.56
122,156,5898.56
122,157,33373.42
122,158,17469.26
122,159,3443.91
122,160,35515.84
122,161,4804.63
122,162,16739.63
122,163,19429.87
122,164,20799.18
122,165,33832.21
122,166,27395.12
122,167,9052.84
122,168,29437.84
122,169,27167.02
122,170,24072.44
122,171,18912.41
122,172,27240.85
122,173,7578.89
122,174,15880.56
122,175,19373.62
122,176,4683.12
122,177,15695.11
122,178,26800.07
122,179,6720.25
122,180,3514.5
122,181,33373.42
122,182,30646.66
122,183,6735.74
122,184,33266.87
122,185,7801.42
122,186,18007.47
122,187,15895.61
122,188,9020.31
122,189,31214.18
122,190,3414.67
122,191,3859.94
122,192,4683.12
122,193,7802.729999999999
122,194,30064.25
122,195,20455.77
122,196,33173.42
122,197,21323.63
122,198,3491.2
122,199,3507.77
122,200,25076.34
122,201,31680.4
122,202,34396.79
122,203,13072.59
122,204,24711.35
122,205,13072.59
122,206,19914.34
122,207,24075.78
122,208,21165.06
122,209,3468.24
122,210,34079.37
122,211,5195.24
122,212,11580.830000000002
122,213,3514.5
122,214,11784.2
122,215,15674.33
122,216,10635.4
122,217,13641.0
122,218,18900.81
122,219,12956.11
122,220,11957.4
122,221,11433.38
122,222,13087.53
122,223,21759.63
122,224,12411.98
122,225,22723.09
122,226,26130.31
122,227,12411.98
123,0,2299.75
123,1,3816.96
123,2,9259.62
123,3,12175.09
123,4,8409.3
123,5,19781.94
123,6,18361.83
123,7,2845.84
123,8,6709.68
123,9,16174.85
123,10,13766.3
123,11,5145.82
123,12,9586.61
123,13,25344.04
123,14,13675.96
123,15,6197.16
123,16,17316.0
123,17,16977.33
123,18,17694.94
123,19,19072.41
123,20,15812.42
123,21,16126.98
123,22,18920.16
123,23,16067.26
123,24,18239.51
123,25,18144.7
123,26,19627.76
123,27,18813.21
123,28,16123.94
123,29,15787.68
123,30,15833.07
123,31,15974.14
123,32,15855.92
123,33,17064.75
123,34,16116.74
123,35,15715.24
123,36,15706.73
123,37,16508.9
123,38,19561.26
123,39,16508.9
123,40,18801.74
123,41,18144.7
123,42,25675.54
123,43,19072.41
123,44,17557.33
123,45,17316.0
123,46,15855.92
123,47,18237.24
123,48,18385.44
123,49,23723.7
123,50,16088.38
123,51,12223.22
123,52,11606.16
123,53,14257.73
123,54,14600.47
123,55,15373.32
123,56,13944.63
123,57,13975.48
123,58,11684.94
123,59,11610.45
123,60,11606.16
123,61,11331.32
123,62,14333.24
123,63,16790.47
123,64,11533.7
123,65,11550.37
123,66,14635.78
123,67,16283.88
123,68,10876.4
123,69,16006.87
123,70,13944.63
123,71,15030.45
123,72,11829.84
123,73,15845.55
123,74,20469.25
123,75,22107.97
123,76,22408.54
123,77,17182.88
123,78,22735.23
123,79,23406.13
123,80,21830.75
123,81,17871.1
123,82,23241.67
123,83,18625.24
123,84,17062.85
123,85,17334.78
123,86,17802.04
123,87,17991.31
123,88,23396.18
123,89,17613.01
123,90,19393.22
123,91,21809.93
123,92,17071.88
123,93,22168.6
123,94,17427.28
123,95,17428.74
123,96,17329.84
123,97,22107.97
123,98,24499.03
123,99,17871.1
123,100,18187.05
123,101,21830.75
123,102,19411.31
123,103,25238.51
123,104,19585.86
123,105,25246.21
123,106,22735.23
123,107,18345.59
123,108,5091.9
123,109,3864.22
123,110,18797.97
123,111,23073.48
123,112,9301.1
123,113,22848.14
